Georgia Department of Education
FTE Enrollment by Race/Ethnicity and Gender - Fiscal Year 2022-1 Data Report
"October 5, 2021 (FTE 2022-1)"
 
System ID, System Name,School ID,  Gender,  Ethnic Hispanic,  Race AmericanIndian,  Race Asian,  Race Black,  Race Pacific Islander,  Race White,  Two or more Races 
"607","Barrow County","0298-Yargo Elementary School","Female","102","*","17","84","*","206","27"
"607","Barrow County","0298-Yargo Elementary School","Male","106","*","*","75","*","203","41"
"607","Barrow County","0298-Yargo Elementary School","Total","208","*","*","159","*","409","68"
"607","Barrow County","0299-Winder Elementary School","Female","70","*","*","70","*","120","30"
"607","Barrow County","0299-Winder Elementary School","Male","65","*","16","62","*","131","23"
"607","Barrow County","0299-Winder Elementary School","Total","135","*","*","132","*","251","53"
"607","Barrow County","0300-Barrow Arts and Sciences Academy","Female","86","*","24","71","*","283","23"
"607","Barrow County","0300-Barrow Arts and Sciences Academy","Male","69","*","18","32","*","217","21"
"607","Barrow County","0300-Barrow Arts and Sciences Academy","Total","155","*","42","103","*","500","44"
"607","Barrow County","1050-Auburn Elementary School","Female","102","*","21","27","*","180","21"
"607","Barrow County","1050-Auburn Elementary School","Male","92","*","16","25","*","216","23"
"607","Barrow County","1050-Auburn Elementary School","Total","194","*","37","52","*","396","44"
"607","Barrow County","3052-Winder-Barrow High School","Female","217","*","48","129","*","456","33"
"607","Barrow County","3052-Winder-Barrow High School","Male","190","*","48","146","*","538","38"
"607","Barrow County","3052-Winder-Barrow High School","Total","407","*","96","275","*","994","71"
"607","Barrow County","4050-Holsenbeck Elementary School","Female","102","*","*","34","*","195","28"
"607","Barrow County","4050-Holsenbeck Elementary School","Male","74","*","22","30","*","212","18"
"607","Barrow County","4050-Holsenbeck Elementary School","Total","176","*","*","64","*","407","46"
"607","Barrow County","5050-Statham Elementary School","Female","66","*","*","54","*","202","35"
"607","Barrow County","5050-Statham Elementary School","Male","65","*","*","60","*","226","29"
"607","Barrow County","5050-Statham Elementary School","Total","131","*","*","114","*","428","64"
"608","Bartow County","0101-Woodland Middle School at Euharlee","Female","41","*","*","29","*","265","*"
"608","Bartow County","0101-Woodland Middle School at Euharlee","Male","44","*","*","22","*","261","16"
"608","Bartow County","0101-Woodland Middle School at Euharlee","Total","85","*","*","51","*","526","*"
"608","Bartow County","0104-Clear Creek Elementary School","Female","23","*","*","*","*","277","*"
"608","Bartow County","0104-Clear Creek Elementary School","Male","32","*","*","*","*","260","*"
"608","Bartow County","0104-Clear Creek Elementary School","Total","55","*","*","*","*","537","*"
"608","Bartow County","0105-Adairsville High School","Female","51","*","*","28","*","424","23"
"608","Bartow County","0105-Adairsville High School","Male","50","*","*","28","*","457","19"
"608","Bartow County","0105-Adairsville High School","Total","101","*","*","56","*","881","42"
"608","Bartow County","0106-Pine Log Elementary","Female","*","*","*","*","*","159","*"
"608","Bartow County","0106-Pine Log Elementary","Male","15","*","*","*","*","168","*"
"608","Bartow County","0106-Pine Log Elementary","Total","*","*","*","*","*","327","*"
"608","Bartow County","0107-Euharlee Elementary School","Female","16","*","*","*","*","208","*"
"608","Bartow County","0107-Euharlee Elementary School","Male","29","*","*","*","*","196","15"
"608","Bartow County","0107-Euharlee Elementary School","Total","45","*","*","*","*","404","*"
"608","Bartow County","0114-Cass High School","Female","149","*","*","121","*","429","34"
"608","Bartow County","0114-Cass High School","Male","144","*","20","129","*","439","36"
"608","Bartow County","0114-Cass High School","Total","293","*","*","250","*","868","70"
"608","Bartow County","0115-Cloverleaf Elementary","Female","72","*","*","57","*","184","31"
"608","Bartow County","0115-Cloverleaf Elementary","Male","57","*","*","59","*","200","26"
"608","Bartow County","0115-Cloverleaf Elementary","Total","129","*","*","116","*","384","57"
"608","Bartow County","0175-White Elementary School","Female","49","*","*","37","*","160","22"
"608","Bartow County","0175-White Elementary School","Male","37","*","*","40","*","193","24"
"608","Bartow County","0175-White Elementary School","Total","86","*","*","77","*","353","46"
"608","Bartow County","0177-Adairsville Elementary School","Female","36","*","*","25","*","295","28"
"608","Bartow County","0177-Adairsville Elementary School","Male","38","*","*","28","*","341","29"
"608","Bartow County","0177-Adairsville Elementary School","Total","74","*","*","53","*","636","57"
"608","Bartow County","0186-Mission Road Elementary School","Female","35","*","*","*","*","165","15"
"608","Bartow County","0186-Mission Road Elementary School","Male","32","*","*","*","*","166","*"
"608","Bartow County","0186-Mission Road Elementary School","Total","67","*","*","*","*","331","*"
"608","Bartow County","0190-Red Top Middle School","Female","79","*","*","40","*","161","18"
"608","Bartow County","0190-Red Top Middle School","Male","93","*","*","39","*","193","15"
"608","Bartow County","0190-Red Top Middle School","Total","172","*","*","79","*","354","33"
"608","Bartow County","0195-Cass Middle School","Female","87","*","*","54","*","245","28"
"608","Bartow County","0195-Cass Middle School","Male","101","*","*","70","*","258","22"
"608","Bartow County","0195-Cass Middle School","Total","188","*","*","124","*","503","50"
"608","Bartow County","0196-Allatoona Elementary School","Female","75","*","*","*","*","89","*"
"608","Bartow County","0196-Allatoona Elementary School","Male","85","*","*","20","*","101","22"
"608","Bartow County","0196-Allatoona Elementary School","Total","160","*","*","*","*","190","*"
"608","Bartow County","0198-Woodland High School","Female","112","*","*","52","*","517","27"
"608","Bartow County","0198-Woodland High School","Male","128","*","*","49","*","533","31"
"608","Bartow County","0198-Woodland High School","Total","240","*","*","101","*","1050","58"
"608","Bartow County","0296-Kingston Elementary School","Female","69","*","*","47","*","116","*"
"608","Bartow County","0296-Kingston Elementary School","Male","72","*","*","42","*","140","*"
"608","Bartow County","0296-Kingston Elementary School","Total","141","*","*","89","*","256","*"
"608","Bartow County","0301-Adairsville Middle School","Female","23","*","*","20","*","353","18"
"608","Bartow County","0301-Adairsville Middle School","Male","44","*","*","27","*","335","*"
"608","Bartow County","0301-Adairsville Middle School","Total","67","*","*","47","*","688","*"
"608","Bartow County","0377-Hamilton Crossing Elementary School","Female","70","*","*","20","*","149","15"
"608","Bartow County","0377-Hamilton Crossing Elementary School","Male","78","*","*","28","*","168","18"
"608","Bartow County","0377-Hamilton Crossing Elementary School","Total","148","*","*","48","*","317","33"
"608","Bartow County","0396-Taylorsville Elementary School","Female","31","*","*","*","*","218","*"
"608","Bartow County","0396-Taylorsville Elementary School","Male","33","*","*","17","*","215","*"
"608","Bartow County","0396-Taylorsville Elementary School","Total","64","*","*","*","*","433","*"
"608","Bartow County","2052-Emerson Elementary School","Female","27","*","*","*","*","146","*"
"608","Bartow County","2052-Emerson Elementary School","Male","42","*","*","*","*","138","*"
"608","Bartow County","2052-Emerson Elementary School","Total","69","*","*","*","*","284","*"
"609","Ben Hill County","0111-Ben Hill Elementary School","Female","33","*","*","128","*","123","*"
"609","Ben Hill County","0111-Ben Hill Elementary School","Male","36","*","*","140","*","133","*"
"609","Ben Hill County","0111-Ben Hill Elementary School","Total","69","*","*","268","*","256","*"
"609","Ben Hill County","0196-Ben Hill County Primary School","Female","43","*","*","192","*","200","18"
"609","Ben Hill County","0196-Ben Hill County Primary School","Male","45","*","*","193","*","178","16"
"609","Ben Hill County","0196-Ben Hill County Primary School","Total","88","*","*","385","*","378","34"
"609","Ben Hill County","0291-Fitzgerald High School","Female","70","*","*","178","*","155","15"
"609","Ben Hill County","0291-Fitzgerald High School","Male","67","*","*","167","*","173","*"
"609","Ben Hill County","0291-Fitzgerald High School","Total","137","*","*","345","*","328","*"
"609","Ben Hill County","0296-Ben Hill County Middle School","Female","43","*","*","144","*","119","*"
"609","Ben Hill County","0296-Ben Hill County Middle School","Male","41","*","*","156","*","147","21"
"609","Ben Hill County","0296-Ben Hill County Middle School","Total","84","*","*","300","*","266","*"
"609","Ben Hill County","0392-Hurricane Transition Academy","Female","*","*","*","*","*","*","*"
"609","Ben Hill County","0392-Hurricane Transition Academy","Male","*","*","*","15","*","*","*"
"609","Ben Hill County","0392-Hurricane Transition Academy","Total","*","*","*","*","*","*","*"
"610","Berrien County","0101-Berrien High School","Female","36","*","*","67","*","295","*"
"610","Berrien County","0101-Berrien High School","Male","46","*","*","55","*","323","*"
"610","Berrien County","0101-Berrien High School","Total","82","*","*","122","*","618","*"
"610","Berrien County","0106-Berrien Academy Performance Learning Center","Female","*","*","*","*","*","35","*"
"610","Berrien County","0106-Berrien Academy Performance Learning Center","Male","*","*","*","*","*","27","*"
"610","Berrien County","0106-Berrien Academy Performance Learning Center","Total","*","*","*","*","*","62","*"
"610","Berrien County","0194-Berrien Middle School","Female","31","*","*","39","*","234","15"
"610","Berrien County","0194-Berrien Middle School","Male","30","*","*","43","*","261","22"
"610","Berrien County","0194-Berrien Middle School","Total","61","*","*","82","*","495","37"
"610","Berrien County","0195-Berrien Elementary School","Female","22","*","*","40","*","226","20"
"610","Berrien County","0195-Berrien Elementary School","Male","21","*","*","42","*","223","15"
"610","Berrien County","0195-Berrien Elementary School","Total","43","*","*","82","*","449","35"
"610","Berrien County","5050-Berrien Primary School","Female","24","*","*","46","*","263","20"
"610","Berrien County","5050-Berrien Primary School","Male","42","*","*","52","*","308","26"
"610","Berrien County","5050-Berrien Primary School","Total","66","*","*","98","*","571","46"
"611","Bibb County","0103-Skyview Elementary School","Female","18","*","*","64","*","97","17"
"611","Bibb County","0103-Skyview Elementary School","Male","*","*","*","91","*","103","*"
"611","Bibb County","0103-Skyview Elementary School","Total","*","*","*","155","*","200","*"
"611","Bibb County","0104-Burdell Elementary School","Female","*","*","*","196","*","*","*"
"611","Bibb County","0104-Burdell Elementary School","Male","*","*","*","228","*","*","*"
"611","Bibb County","0104-Burdell Elementary School","Total","*","*","*","424","*","*","*"
"611","Bibb County","0105-Howard High School","Female","38","*","22","387","*","81","23"
"611","Bibb County","0105-Howard High School","Male","39","*","25","360","*","112","28"
"611","Bibb County","0105-Howard High School","Total","77","*","47","747","*","193","51"
"611","Bibb County","0108-Ballard Hudson Middle School","Female","15","*","*","339","*","*","*"
"611","Bibb County","0108-Ballard Hudson Middle School","Male","*","*","*","375","*","*","*"
"611","Bibb County","0108-Ballard Hudson Middle School","Total","*","*","*","714","*","*","*"
"611","Bibb County","0109-Bruce Elementary School","Female","*","*","*","171","*","*","*"
"611","Bibb County","0109-Bruce Elementary School","Male","*","*","*","180","*","*","*"
"611","Bibb County","0109-Bruce Elementary School","Total","*","*","*","351","*","*","*"
"611","Bibb County","0186-Central High School","Female","20","*","*","416","*","20","*"
"611","Bibb County","0186-Central High School","Male","20","*","*","309","*","16","*"
"611","Bibb County","0186-Central High School","Total","40","*","*","725","*","36","*"
"611","Bibb County","0198-Westside High School","Female","38","*","*","456","*","23","*"
"611","Bibb County","0198-Westside High School","Male","42","*","*","404","*","22","*"
"611","Bibb County","0198-Westside High School","Total","80","*","*","860","*","45","*"
"611","Bibb County","0203-Vineville Academy","Female","*","*","*","214","*","47","*"
"611","Bibb County","0203-Vineville Academy","Male","*","*","*","165","*","29","*"
"611","Bibb County","0203-Vineville Academy","Total","*","*","*","379","*","76","*"
"611","Bibb County","0204-Rutland High School","Female","64","*","*","211","*","124","*"
"611","Bibb County","0204-Rutland High School","Male","64","*","*","237","*","139","*"
"611","Bibb County","0204-Rutland High School","Total","128","*","*","448","*","263","*"
"611","Bibb County","0205-Howard Middle School","Female","24","*","*","335","*","60","26"
"611","Bibb County","0205-Howard Middle School","Male","22","*","*","387","*","79","23"
"611","Bibb County","0205-Howard Middle School","Total","46","*","*","722","*","139","49"
"611","Bibb County","0286-Northeast High School","Female","*","*","*","323","*","*","*"
"611","Bibb County","0286-Northeast High School","Male","*","*","*","358","*","*","*"
"611","Bibb County","0286-Northeast High School","Total","*","*","*","681","*","*","*"
"611","Bibb County","0298-Miller Magnet Middle School","Female","*","*","*","260","*","17","*"
"611","Bibb County","0298-Miller Magnet Middle School","Male","*","*","*","220","*","15","*"
"611","Bibb County","0298-Miller Magnet Middle School","Total","*","*","*","480","*","32","*"
"611","Bibb County","0305-Rutland Middle School","Female","56","*","*","217","*","106","15"
"611","Bibb County","0305-Rutland Middle School","Male","61","*","*","215","*","101","*"
"611","Bibb County","0305-Rutland Middle School","Total","117","*","*","432","*","207","*"
"611","Bibb County","0307-Price Academy","Female","*","*","*","*","*","*","*"
"611","Bibb County","0307-Price Academy","Male","*","*","*","*","*","*","*"
"611","Bibb County","0307-Price Academy","Total","*","*","*","*","*","*","*"
"611","Bibb County","0383-Williams Elementary School","Female","*","*","*","126","*","*","*"
"611","Bibb County","0383-Williams Elementary School","Male","*","*","*","166","*","*","*"
"611","Bibb County","0383-Williams Elementary School","Total","*","*","*","292","*","*","*"
"611","Bibb County","0386-Southwest High School","Female","19","*","*","342","*","*","*"
"611","Bibb County","0386-Southwest High School","Male","*","*","*","364","*","16","*"
"611","Bibb County","0386-Southwest High School","Total","*","*","*","706","*","*","*"
"611","Bibb County","0405-Rosa Taylor Elementary School","Female","*","*","*","189","*","41","*"
"611","Bibb County","0405-Rosa Taylor Elementary School","Male","25","*","*","230","*","41","*"
"611","Bibb County","0405-Rosa Taylor Elementary School","Total","*","*","*","419","*","82","*"
"611","Bibb County","0505-Weaver Middle School","Female","29","*","*","344","*","*","*"
"611","Bibb County","0505-Weaver Middle School","Male","39","*","*","421","*","39","*"
"611","Bibb County","0505-Weaver Middle School","Total","68","*","*","765","*","*","*"
"611","Bibb County","0605-Heritage Elementary School","Female","*","*","*","194","*","45","17"
"611","Bibb County","0605-Heritage Elementary School","Male","*","*","*","209","*","60","*"
"611","Bibb County","0605-Heritage Elementary School","Total","*","*","*","403","*","105","*"
"611","Bibb County","0705-Union Elementary School","Female","*","*","*","211","*","*","*"
"611","Bibb County","0705-Union Elementary School","Male","*","*","*","227","*","*","*"
"611","Bibb County","0705-Union Elementary School","Total","*","*","*","438","*","*","*"
"611","Bibb County","1050-Alexander II Magnet School","Female","*","*","*","186","*","29","15"
"611","Bibb County","1050-Alexander II Magnet School","Male","*","*","*","186","*","35","*"
"611","Bibb County","1050-Alexander II Magnet School","Total","*","*","*","372","*","64","*"
"611","Bibb County","1054-Bernd Elementary School","Female","*","*","*","154","*","18","*"
"611","Bibb County","1054-Bernd Elementary School","Male","*","*","*","184","*","26","*"
"611","Bibb County","1054-Bernd Elementary School","Total","*","*","*","338","*","44","*"
"611","Bibb County","1067-Porter Elementary School","Female","81","*","*","52","*","47","*"
"611","Bibb County","1067-Porter Elementary School","Male","75","*","*","67","*","51","*"
"611","Bibb County","1067-Porter Elementary School","Total","156","*","*","119","*","98","*"
"611","Bibb County","1105-Springdale Elementary School","Female","*","*","19","105","*","99","*"
"611","Bibb County","1105-Springdale Elementary School","Male","*","*","22","136","*","109","*"
"611","Bibb County","1105-Springdale Elementary School","Total","*","*","41","241","*","208","*"
"611","Bibb County","1205-Carter Elementary School","Female","*","*","16","161","*","34","*"
"611","Bibb County","1205-Carter Elementary School","Male","21","*","*","142","*","38","*"
"611","Bibb County","1205-Carter Elementary School","Total","*","*","*","303","*","72","*"
"611","Bibb County","1305-Lane Elementary School","Female","*","*","*","186","*","16","17"
"611","Bibb County","1305-Lane Elementary School","Male","*","*","*","188","*","*","19"
"611","Bibb County","1305-Lane Elementary School","Total","*","*","*","374","*","*","36"
"611","Bibb County","1306-Martin Luther King Jr Elementary School","Female","*","*","*","269","*","*","*"
"611","Bibb County","1306-Martin Luther King Jr Elementary School","Male","*","*","*","293","*","*","*"
"611","Bibb County","1306-Martin Luther King Jr Elementary School","Total","*","*","*","562","*","*","*"
"611","Bibb County","1307-Southfield Elementary School","Female","53","*","*","340","*","*","*"
"611","Bibb County","1307-Southfield Elementary School","Male","42","*","*","318","*","17","16"
"611","Bibb County","1307-Southfield Elementary School","Total","95","*","*","658","*","*","*"
"611","Bibb County","1309-Veterans Elementary School","Female","37","*","*","270","*","15","*"
"611","Bibb County","1309-Veterans Elementary School","Male","58","*","*","306","*","*","*"
"611","Bibb County","1309-Veterans Elementary School","Total","95","*","*","576","*","*","*"
"611","Bibb County","1310-John Robert Lewis Elementary School","Female","*","*","*","331","*","*","*"
"611","Bibb County","1310-John Robert Lewis Elementary School","Male","*","*","*","334","*","*","*"
"611","Bibb County","1310-John Robert Lewis Elementary School","Total","*","*","*","665","*","*","*"
"611","Bibb County","1311-VIP Academy (Virtual)","Female","*","*","*","178","*","38","*"
"611","Bibb County","1311-VIP Academy (Virtual)","Male","*","*","*","154","*","31","15"
"611","Bibb County","1311-VIP Academy (Virtual)","Total","*","*","*","332","*","69","*"
"611","Bibb County","2060-Hartley Elementary School","Female","*","*","*","182","*","*","*"
"611","Bibb County","2060-Hartley Elementary School","Male","*","*","*","232","*","*","*"
"611","Bibb County","2060-Hartley Elementary School","Total","*","*","*","414","*","*","*"
"611","Bibb County","3060-Heard Elementary School","Female","32","*","*","109","*","89","*"
"611","Bibb County","3060-Heard Elementary School","Male","31","*","*","129","*","107","15"
"611","Bibb County","3060-Heard Elementary School","Total","63","*","*","238","*","196","*"
"611","Bibb County","3067-Ingram/Pye Elementary School","Female","*","*","*","194","*","*","*"
"611","Bibb County","3067-Ingram/Pye Elementary School","Male","*","*","*","200","*","*","*"
"611","Bibb County","3067-Ingram/Pye Elementary School","Total","*","*","*","394","*","*","*"
"611","Bibb County","5050-Appling Middle School","Female","*","*","*","300","*","*","*"
"611","Bibb County","5050-Appling Middle School","Male","*","*","*","331","*","*","*"
"611","Bibb County","5050-Appling Middle School","Total","*","*","*","631","*","*","*"
"612","Bleckley County","0105-Bleckley County High School","Female","*","*","*","76","*","229","*"
"612","Bleckley County","0105-Bleckley County High School","Male","*","*","*","83","*","213","*"
"612","Bleckley County","0105-Bleckley County High School","Total","*","*","*","159","*","442","*"
"612","Bleckley County","0112-Bleckley Middle School","Female","*","*","*","60","*","198","*"
"612","Bleckley County","0112-Bleckley Middle School","Male","*","*","*","83","*","196","*"
"612","Bleckley County","0112-Bleckley Middle School","Total","*","*","*","143","*","394","*"
"612","Bleckley County","0115-Bleckley County Success Academy","Female","*","*","*","17","*","*","*"
"612","Bleckley County","0115-Bleckley County Success Academy","Male","*","*","*","16","*","21","*"
"612","Bleckley County","0115-Bleckley County Success Academy","Total","*","*","*","33","*","*","*"
"612","Bleckley County","0197-Bleckley County Elementary School","Female","*","*","*","64","*","194","*"
"612","Bleckley County","0197-Bleckley County Elementary School","Male","*","*","*","66","*","174","*"
"612","Bleckley County","0197-Bleckley County Elementary School","Total","*","*","*","130","*","368","*"
"612","Bleckley County","1050-Bleckley County Primary School","Female","*","*","*","69","*","273","22"
"612","Bleckley County","1050-Bleckley County Primary School","Male","*","*","*","88","*","284","*"
"612","Bleckley County","1050-Bleckley County Primary School","Total","*","*","*","157","*","557","*"
"613","Brantley County","0101-Waynesville Primary School","Female","*","*","*","*","*","203","*"
"613","Brantley County","0101-Waynesville Primary School","Male","*","*","*","*","*","198","*"
"613","Brantley County","0101-Waynesville Primary School","Total","*","*","*","*","*","401","*"
"613","Brantley County","0110-Atkinson Elementary School","Female","*","*","*","*","*","127","*"
"613","Brantley County","0110-Atkinson Elementary School","Male","*","*","*","*","*","112","*"
"613","Brantley County","0110-Atkinson Elementary School","Total","*","*","*","*","*","239","*"
"613","Brantley County","0194-Brantley County Middle School","Female","*","*","*","*","*","198","*"
"613","Brantley County","0194-Brantley County Middle School","Male","*","*","*","*","*","245","*"
